index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
5743,2001,4,MN,Total Electric Power,Wood and Wood Derived Fuels,43467
5744,2001,4,MN,Total Electric Power,Other Biomass,44623
5745,2001,4,MN,Total Electric Power,Other,24999
5747,2001,4,MN,Electric Utilities,Coal,2036084
5748,2001,4,MN,Electric Utilities,Petroleum,32259
5749,2001,4,MN,Electric Utilities,Natural Gas,24983
5750,2001,4,MN,Electric Utilities,Nuclear,1138176
5751,2001,4,MN,Electric Utilities,Hydroelectric Conventional,71640
5752,2001,4,MN,Electric Utilities,Wood and Wood Derived Fuels,0
5753,2001,4,MN,Electric Utilities,Other Biomass,19993
5754,2001,4,MN,Electric Utilities,Other,15082
5756,2001,4,MN,Independent Power Producers,Natural Gas,17646
5757,2001,4,MN,Independent Power Producers,Hydroelectric Conventional,2296
5758,2001,4,MN,Independent Power Producers,Wind,91287
5759,2001,4,MN,Independent Power Producers,Other Biomass,16032
5760,2001,4,MN,Independent Power Producers,Other,9218
5762,2001,4,MN,Electric Power,Coal,0
5763,2001,4,MN,Electric Power,Petroleum,1173
5764,2001,4,MN,Electric Power,Natural Gas,32139
5765,2001,4,MN,Electric Power,Other Biomass,7028
5767,2001,4,MN,Commercial Power,Petroleum,606
5768,2001,4,MN,Commercial Power,Natural Gas,8888
5769,2001,4,MN,Commercial Power,Other Biomass,926
5770,2001,4,MN,Commercial Power,Other,699
5772,2001,4,MN,Industrial Power,Coal,68152
5773,2001,4,MN,Industrial Power,Petroleum,94
5774,2001,4,MN,Industrial Power,Natural Gas,10640
5775,2001,4,MN,Industrial Power,Hydroelectric Conventional,17431
5776,2001,4,MN,Industrial Power,Wood and Wood Derived Fuels,43467
5777,2001,4,MN,Industrial Power,Other Biomass,644
5779,2001,4,MO,Total Electric Power,Coal,4631481
5780,2001,4,MO,Total Electric Power,Petroleum,6747
5781,2001,4,MO,Total Electric Power,Natural Gas,271707
5782,2001,4,MO,Total Electric Power,Nuclear,112310
5783,2001,4,MO,Total Electric Power,Hydroelectric Conventional,91964
5784,2001,4,MO,Total Electric Power,Other Biomass,780
5785,2001,4,MO,Total Electric Power,Pumped Storage,-18600
5786,2001,4,MO,Total Electric Power,Other,281
5788,2001,4,MO,Electric Utilities,Coal,4606940
5789,2001,4,MO,Electric Utilities,Petroleum,6740
5790,2001,4,MO,Electric Utilities,Natural Gas,270715
5791,2001,4,MO,Electric Utilities,Nuclear,112310
5792,2001,4,MO,Electric Utilities,Hydroelectric Conventional,91964
5793,2001,4,MO,Electric Utilities,Other Biomass,0
5794,2001,4,MO,Electric Utilities,Pumped Storage,-18600
5795,2001,4,MO,Electric Utilities,Other,0
5797,2001,4,MO,Commercial Power,Coal,10240
5798,2001,4,MO,Commercial Power,Petroleum,5
5799,2001,4,MO,Commercial Power,Natural Gas,185
5800,2001,4,MO,Commercial Power,Other Biomass,0
5801,2001,4,MO,Commercial Power,Other,281
5803,2001,4,MO,Industrial Power,Coal,14301
5804,2001,4,MO,Industrial Power,Petroleum,2
5805,2001,4,MO,Industrial Power,Natural Gas,807
5806,2001,4,MO,Industrial Power,Other Biomass,780
5808,2001,4,MS,Total Electric Power,Coal,1667551
5809,2001,4,MS,Total Electric Power,Petroleum,478812
5810,2001,4,MS,Total Electric Power,Natural Gas,954275
5811,2001,4,MS,Total Electric Power,Nuclear,373230
5812,2001,4,MS,Total Electric Power,Wood and Wood Derived Fuels,85452
5813,2001,4,MS,Total Electric Power,Other Biomass,0
5814,2001,4,MS,Total Electric Power,Other,38
5816,2001,4,MS,Electric Utilities,Coal,1667551
5817,2001,4,MS,Electric Utilities,Petroleum,474515
5818,2001,4,MS,Electric Utilities,Natural Gas,759624
5819,2001,4,MS,Electric Utilities,Nuclear,373230
5821,2001,4,MS,Independent Power Producers,Natural Gas,141896
5823,2001,4,MS,Commercial Power,Petroleum,75
5824,2001,4,MS,Commercial Power,Natural Gas,997
5826,2001,4,MS,Industrial Power,Petroleum,4222
5827,2001,4,MS,Industrial Power,Natural Gas,51758
5828,2001,4,MS,Industrial Power,Wood and Wood Derived Fuels,85452
5829,2001,4,MS,Industrial Power,Other Biomass,0
5830,2001,4,MS,Industrial Power,Other,38
5832,2001,4,MT,Total Electric Power,Coal,1044417
5833,2001,4,MT,Total Electric Power,Petroleum,39085
5834,2001,4,MT,Total Electric Power,Natural Gas,669
5835,2001,4,MT,Total Electric Power,Hydroelectric Conventional,456177
5836,2001,4,MT,Total Electric Power,Wood and Wood Derived Fuels,5835
5838,2001,4,MT,Electric Utilities,Coal,18622
5839,2001,4,MT,Electric Utilities,Petroleum,53
5840,2001,4,MT,Electric Utilities,Natural Gas,67
5841,2001,4,MT,Electric Utilities,Hydroelectric Conventional,264262
5843,2001,4,MT,Independent Power Producers,Coal,1025795
5844,2001,4,MT,Independent Power Producers,Hydroelectric Conventional,191915
5846,2001,4,MT,Electric Power,Petroleum,39032
5847,2001,4,MT,Electric Power,Natural Gas,80
5849,2001,4,MT,Industrial Power,Natural Gas,522
5850,2001,4,MT,Industrial Power,Wood and Wood Derived Fuels,5835
5852,2001,4,NC,Total Electric Power,Coal,5543477
5853,2001,4,NC,Total Electric Power,Petroleum,104754
5854,2001,4,NC,Total Electric Power,Natural Gas,45969
5855,2001,4,NC,Total Electric Power,Other Gases,63
5856,2001,4,NC,Total Electric Power,Nuclear,2964862
5857,2001,4,NC,Total Electric Power,Hydroelectric Conventional,229253
5858,2001,4,NC,Total Electric Power,Wood and Wood Derived Fuels,154958
5859,2001,4,NC,Total Electric Power,Other Biomass,6252
5860,2001,4,NC,Total Electric Power,Pumped Storage,0
5861,2001,4,NC,Total Electric Power,Other,25469
5863,2001,4,NC,Electric Utilities,Coal,5202965
5864,2001,4,NC,Electric Utilities,Petroleum,87488
5865,2001,4,NC,Electric Utilities,Natural Gas,15551
5866,2001,4,NC,Electric Utilities,Nuclear,2964862
5867,2001,4,NC,Electric Utilities,Hydroelectric Conventional,168874
5868,2001,4,NC,Electric Utilities,Pumped Storage,0
5870,2001,4,NC,Independent Power Producers,Petroleum,11
5871,2001,4,NC,Independent Power Producers,Natural Gas,22089
5872,2001,4,NC,Independent Power Producers,Other Gases,63
5873,2001,4,NC,Independent Power Producers,Hydroelectric Conventional,1071
5874,2001,4,NC,Independent Power Producers,Wood and Wood Derived Fuels,32043
5875,2001,4,NC,Independent Power Producers,Other Biomass,3305
5876,2001,4,NC,Independent Power Producers,Other,1010
5878,2001,4,NC,Electric Power,Coal,262804
5879,2001,4,NC,Electric Power,Petroleum,13
5880,2001,4,NC,Electric Power,Natural Gas,6861
5881,2001,4,NC,Electric Power,Other Biomass,2476
5883,2001,4,NC,Commercial Power,Coal,2063
5884,2001,4,NC,Commercial Power,Petroleum,452
5885,2001,4,NC,Commercial Power,Natural Gas,32
5886,2001,4,NC,Commercial Power,Hydroelectric Conventional,120
5888,2001,4,NC,Industrial Power,Coal,75645
5889,2001,4,NC,Industrial Power,Petroleum,16790
5890,2001,4,NC,Industrial Power,Natural Gas,1436
5891,2001,4,NC,Industrial Power,Hydroelectric Conventional,59188
5892,2001,4,NC,Industrial Power,Wood and Wood Derived Fuels,122915
5893,2001,4,NC,Industrial Power,Other Biomass,471
5894,2001,4,NC,Industrial Power,Other,24459
5896,2001,4,ND,Total Electric Power,Coal,2203076
5897,2001,4,ND,Total Electric Power,Petroleum,4180
5898,2001,4,ND,Total Electric Power,Natural Gas,170
5899,2001,4,ND,Total Electric Power,Other Gases,5379
5900,2001,4,ND,Total Electric Power,Hydroelectric Conventional,100944
5901,2001,4,ND,Total Electric Power,Other Biomass,581
5903,2001,4,ND,Electric Utilities,Coal,2190034
5904,2001,4,ND,Electric Utilities,Petroleum,3091
5905,2001,4,ND,Electric Utilities,Natural Gas,-6
5906,2001,4,ND,Electric Utilities,Hydroelectric Conventional,100944
5908,2001,4,ND,Industrial Power,Coal,13042
5909,2001,4,ND,Industrial Power,Petroleum,1089
5910,2001,4,ND,Industrial Power,Natural Gas,176
5911,2001,4,ND,Industrial Power,Other Gases,5379
5912,2001,4,ND,Industrial Power,Other Biomass,581
5914,2001,4,NE,Total Electric Power,Coal,1437367
5915,2001,4,NE,Total Electric Power,Petroleum,1407
5916,2001,4,NE,Total Electric Power,Natural Gas,24157
5917,2001,4,NE,Total Electric Power,Nuclear,551481
5918,2001,4,NE,Total Electric Power,Hydroelectric Conventional,68002
5919,2001,4,NE,Total Electric Power,Wind,323
5920,2001,4,NE,Total Electric Power,Other Biomass,1513
5921,2001,4,NE,Total Electric Power,Other,0
5923,2001,4,NE,Electric Utilities,Coal,1434294
5924,2001,4,NE,Electric Utilities,Petroleum,882
5925,2001,4,NE,Electric Utilities,Natural Gas,23747
5926,2001,4,NE,Electric Utilities,Nuclear,551481
5927,2001,4,NE,Electric Utilities,Hydroelectric Conventional,68002
5928,2001,4,NE,Electric Utilities,Wind,323
5929,2001,4,NE,Electric Utilities,Other Biomass,0
5930,2001,4,NE,Electric Utilities,Other,0
5932,2001,4,NE,Electric Power,Other Biomass,682
5934,2001,4,NE,Commercial Power,Petroleum,525
5935,2001,4,NE,Commercial Power,Natural Gas,178
5936,2001,4,NE,Commercial Power,Other Biomass,831
5938,2001,4,NE,Industrial Power,Coal,3073
5939,2001,4,NE,Industrial Power,Natural Gas,232
5941,2001,4,NH,Total Electric Power,Coal,263612
5942,2001,4,NH,Total Electric Power,Petroleum,56317
5943,2001,4,NH,Total Electric Power,Natural Gas,9316
5944,2001,4,NH,Total Electric Power,Nuclear,832051
5945,2001,4,NH,Total Electric Power,Hydroelectric Conventional,173034
5946,2001,4,NH,Total Electric Power,Wood and Wood Derived Fuels,64836
5947,2001,4,NH,Total Electric Power,Other Biomass,16612
5948,2001,4,NH,Total Electric Power,Other,4940
5950,2001,4,NH,Electric Utilities,Coal,263612
5951,2001,4,NH,Electric Utilities,Petroleum,50080
5952,2001,4,NH,Electric Utilities,Natural Gas,12
5953,2001,4,NH,Electric Utilities,Nuclear,832051
5954,2001,4,NH,Electric Utilities,Hydroelectric Conventional,34708
5956,2001,4,NH,Independent Power Producers,Petroleum,0
5957,2001,4,NH,Independent Power Producers,Nuclear,0
5958,2001,4,NH,Independent Power Producers,Hydroelectric Conventional,130154
5959,2001,4,NH,Independent Power Producers,Wood and Wood Derived Fuels,50051
5960,2001,4,NH,Independent Power Producers,Other Biomass,16612
5961,2001,4,NH,Independent Power Producers,Other,4940
5963,2001,4,NH,Electric Power,Petroleum,4
5964,2001,4,NH,Electric Power,Wood and Wood Derived Fuels,5650
5966,2001,4,NH,Commercial Power,Petroleum,3594
5968,2001,4,NH,Industrial Power,Petroleum,2639
5969,2001,4,NH,Industrial Power,Natural Gas,9304
5970,2001,4,NH,Industrial Power,Hydroelectric Conventional,8172
5971,2001,4,NH,Industrial Power,Wood and Wood Derived Fuels,9135
5973,2001,4,NJ,Total Electric Power,Coal,556561
5974,2001,4,NJ,Total Electric Power,Petroleum,70410
5975,2001,4,NJ,Total Electric Power,Natural Gas,1160331
5976,2001,4,NJ,Total Electric Power,Other Gases,36356
5977,2001,4,NJ,Total Electric Power,Nuclear,2094946
5978,2001,4,NJ,Total Electric Power,Hydroelectric Conventional,1211
5979,2001,4,NJ,Total Electric Power,Other Biomass,66137
5980,2001,4,NJ,Total Electric Power,Pumped Storage,-10270
5981,2001,4,NJ,Total Electric Power,Other,36917
5983,2001,4,NJ,Electric Utilities,Coal,109826
5984,2001,4,NJ,Electric Utilities,Petroleum,17316
5985,2001,4,NJ,Electric Utilities,Natural Gas,4652
5986,2001,4,NJ,Electric Utilities,Pumped Storage,-10270
5988,2001,4,NJ,Independent Power Producers,Coal,315045
5989,2001,4,NJ,Independent Power Producers,Petroleum,42284
5990,2001,4,NJ,Independent Power Producers,Natural Gas,290784
5991,2001,4,NJ,Independent Power Producers,Nuclear,2094946
5992,2001,4,NJ,Independent Power Producers,Hydroelectric Conventional,1211
5993,2001,4,NJ,Independent Power Producers,Other Biomass,38355
5994,2001,4,NJ,Independent Power Producers,Other,18892
5996,2001,4,NJ,Electric Power,Coal,131690
5997,2001,4,NJ,Electric Power,Petroleum,1567
5998,2001,4,NJ,Electric Power,Natural Gas,657294
5999,2001,4,NJ,Electric Power,Other Biomass,26551
6000,2001,4,NJ,Electric Power,Other,18025
6002,2001,4,NJ,Commercial Power,Petroleum,205
6003,2001,4,NJ,Commercial Power,Natural Gas,11867
6004,2001,4,NJ,Commercial Power,Other Biomass,124
6006,2001,4,NJ,Industrial Power,Petroleum,9038
6007,2001,4,NJ,Industrial Power,Natural Gas,195734
6008,2001,4,NJ,Industrial Power,Other Gases,36356
6009,2001,4,NJ,Industrial Power,Other Biomass,1107
6011,2001,4,NM,Total Electric Power,Coal,1796526
6012,2001,4,NM,Total Electric Power,Petroleum,3929
6013,2001,4,NM,Total Electric Power,Natural Gas,494953
6014,2001,4,NM,Total Electric Power,Hydroelectric Conventional,22618
6015,2001,4,NM,Total Electric Power,Other Biomass,1561
6017,2001,4,NM,Electric Utilities,Coal,1796526
6018,2001,4,NM,Electric Utilities,Petroleum,1397
6019,2001,4,NM,Electric Utilities,Natural Gas,370008
6020,2001,4,NM,Electric Utilities,Hydroelectric Conventional,22618
6022,2001,4,NM,Independent Power Producers,Petroleum,0
6023,2001,4,NM,Independent Power Producers,Natural Gas,42653
6025,2001,4,NM,Electric Power,Natural Gas,41846
6026,2001,4,NM,Electric Power,Other Biomass,1561
6028,2001,4,NM,Commercial Power,Natural Gas,5219
6030,2001,4,NM,Industrial Power,Petroleum,2532
6031,2001,4,NM,Industrial Power,Natural Gas,35227
6033,2001,4,NV,Total Electric Power,Coal,886510
6034,2001,4,NV,Total Electric Power,Petroleum,93433
6035,2001,4,NV,Total Electric Power,Natural Gas,689974
6036,2001,4,NV,Total Electric Power,Hydroelectric Conventional,272669
6037,2001,4,NV,Total Electric Power,Geothermal,97920
6039,2001,4,NV,Electric Utilities,Coal,886510
6040,2001,4,NV,Electric Utilities,Petroleum,93433
6041,2001,4,NV,Electric Utilities,Natural Gas,527528
6042,2001,4,NV,Electric Utilities,Hydroelectric Conventional,272271
6044,2001,4,NV,Independent Power Producers,Petroleum,0
6045,2001,4,NV,Independent Power Producers,Natural Gas,5419
6046,2001,4,NV,Independent Power Producers,Hydroelectric Conventional,398
6047,2001,4,NV,Independent Power Producers,Geothermal,97920
6049,2001,4,NV,Electric Power,Natural Gas,157027
6051,2001,4,NY,Total Electric Power,Coal,1809388
6052,2001,4,NY,Total Electric Power,Petroleum,1602429
6053,2001,4,NY,Total Electric Power,Natural Gas,2057134
6054,2001,4,NY,Total Electric Power,Other Gases,9518
6055,2001,4,NY,Total Electric Power,Nuclear,3094645
6056,2001,4,NY,Total Electric Power,Hydroelectric Conventional,2043385
6057,2001,4,NY,Total Electric Power,Wind,1722
6058,2001,4,NY,Total Electric Power,Wood and Wood Derived Fuels,37933
6059,2001,4,NY,Total Electric Power,Other Biomass,101525
6060,2001,4,NY,Total Electric Power,Pumped Storage,-88346
6061,2001,4,NY,Total Electric Power,Other,64347
6063,2001,4,NY,Electric Utilities,Coal,110236
6064,2001,4,NY,Electric Utilities,Petroleum,557231
6065,2001,4,NY,Electric Utilities,Natural Gas,420292
6066,2001,4,NY,Electric Utilities,Nuclear,1863750
6067,2001,4,NY,Electric Utilities,Hydroelectric Conventional,1538866
6068,2001,4,NY,Electric Utilities,Pumped Storage,-88346
6070,2001,4,NY,Independent Power Producers,Coal,1543001
6071,2001,4,NY,Independent Power Producers,Petroleum,1023223
6072,2001,4,NY,Independent Power Producers,Natural Gas,216021
6073,2001,4,NY,Independent Power Producers,Nuclear,1230895
6074,2001,4,NY,Independent Power Producers,Hydroelectric Conventional,496702
6075,2001,4,NY,Independent Power Producers,Wind,1722
6076,2001,4,NY,Independent Power Producers,Wood and Wood Derived Fuels,19779
6077,2001,4,NY,Independent Power Producers,Other Biomass,66650
6078,2001,4,NY,Independent Power Producers,Other,43689
6080,2001,4,NY,Electric Power,Coal,90779
6081,2001,4,NY,Electric Power,Petroleum,4380
6082,2001,4,NY,Electric Power,Natural Gas,1355757
6083,2001,4,NY,Electric Power,Wood and Wood Derived Fuels,1848
6084,2001,4,NY,Electric Power,Other Biomass,27262
6085,2001,4,NY,Electric Power,Other,14914
6087,2001,4,NY,Commercial Power,Coal,1949
6088,2001,4,NY,Commercial Power,Petroleum,6093
6089,2001,4,NY,Commercial Power,Natural Gas,20491
6090,2001,4,NY,Commercial Power,Hydroelectric Conventional,0
6091,2001,4,NY,Commercial Power,Other Biomass,7614
6092,2001,4,NY,Commercial Power,Other,5743
6094,2001,4,NY,Industrial Power,Coal,63423
6095,2001,4,NY,Industrial Power,Petroleum,11502
6096,2001,4,NY,Industrial Power,Natural Gas,44573
6097,2001,4,NY,Industrial Power,Other Gases,9518
6098,2001,4,NY,Industrial Power,Hydroelectric Conventional,7817
6099,2001,4,NY,Industrial Power,Wood and Wood Derived Fuels,16306
6101,2001,4,OH,Total Electric Power,Coal,9552980
6102,2001,4,OH,Total Electric Power,Petroleum,46618
6103,2001,4,OH,Total Electric Power,Natural Gas,51558
6104,2001,4,OH,Total Electric Power,Other Gases,16766
6105,2001,4,OH,Total Electric Power,Nuclear,1433803
6106,2001,4,OH,Total Electric Power,Hydroelectric Conventional,39981
6107,2001,4,OH,Total Electric Power,Wood and Wood Derived Fuels,34587
6108,2001,4,OH,Total Electric Power,Other Biomass,1008
6110,2001,4,OH,Electric Utilities,Coal,9340180
6111,2001,4,OH,Electric Utilities,Petroleum,45693
6112,2001,4,OH,Electric Utilities,Natural Gas,26849
6113,2001,4,OH,Electric Utilities,Nuclear,1433803
6114,2001,4,OH,Electric Utilities,Hydroelectric Conventional,39981
6116,2001,4,OH,Independent Power Producers,Coal,172553
6117,2001,4,OH,Independent Power Producers,Petroleum,93
6118,2001,4,OH,Independent Power Producers,Natural Gas,9448
6119,2001,4,OH,Independent Power Producers,Other Biomass,1008
6121,2001,4,OH,Electric Power,Coal,3352
6122,2001,4,OH,Electric Power,Petroleum,110
6123,2001,4,OH,Electric Power,Natural Gas,2564
6124,2001,4,OH,Electric Power,Other Gases,4290
6125,2001,4,OH,Electric Power,Wood and Wood Derived Fuels,1409
6127,2001,4,OH,Commercial Power,Coal,193
6128,2001,4,OH,Commercial Power,Petroleum,61
6129,2001,4,OH,Commercial Power,Natural Gas,476
6130,2001,4,OH,Commercial Power,Wood and Wood Derived Fuels,8
6132,2001,4,OH,Industrial Power,Coal,36702
6133,2001,4,OH,Industrial Power,Petroleum,661
6134,2001,4,OH,Industrial Power,Natural Gas,12221
6135,2001,4,OH,Industrial Power,Other Gases,12476
6136,2001,4,OH,Industrial Power,Wood and Wood Derived Fuels,33170
6138,2001,4,OK,Total Electric Power,Coal,2298900
6139,2001,4,OK,Total Electric Power,Petroleum,5503
6140,2001,4,OK,Total Electric Power,Natural Gas,1082480
6141,2001,4,OK,Total Electric Power,Other Gases,5681
6142,2001,4,OK,Total Electric Power,Hydroelectric Conventional,212924
6143,2001,4,OK,Total Electric Power,Wood and Wood Derived Fuels,15343
6144,2001,4,OK,Total Electric Power,Pumped Storage,-8932
6146,2001,4,OK,Electric Utilities,Coal,2136676
6147,2001,4,OK,Electric Utilities,Petroleum,3718
6148,2001,4,OK,Electric Utilities,Natural Gas,1036284
6149,2001,4,OK,Electric Utilities,Hydroelectric Conventional,212924
6150,2001,4,OK,Electric Utilities,Pumped Storage,-8932
6152,2001,4,OK,Electric Power,Coal,128067
6153,2001,4,OK,Electric Power,Natural Gas,0
6155,2001,4,OK,Commercial Power,Petroleum,67
6156,2001,4,OK,Commercial Power,Natural Gas,1554
6158,2001,4,OK,Industrial Power,Coal,34157
6159,2001,4,OK,Industrial Power,Petroleum,1718
6160,2001,4,OK,Industrial Power,Natural Gas,44642
6161,2001,4,OK,Industrial Power,Other Gases,5681
6162,2001,4,OK,Industrial Power,Wood and Wood Derived Fuels,15343
6164,2001,4,OR,Total Electric Power,Coal,402652
6165,2001,4,OR,Total Electric Power,Petroleum,496
6166,2001,4,OR,Total Electric Power,Natural Gas,781745
6167,2001,4,OR,Total Electric Power,Hydroelectric Conventional,2521355
6168,2001,4,OR,Total Electric Power,Wind,6128
6169,2001,4,OR,Total Electric Power,Wood and Wood Derived Fuels,64330
6170,2001,4,OR,Total Electric Power,Other Biomass,4405
6171,2001,4,OR,Total Electric Power,Other,3323
6173,2001,4,OR,Electric Utilities,Coal,402652
6174,2001,4,OR,Electric Utilities,Petroleum,70
6175,2001,4,OR,Electric Utilities,Natural Gas,404005
6176,2001,4,OR,Electric Utilities,Hydroelectric Conventional,2497901
6177,2001,4,OR,Electric Utilities,Wood and Wood Derived Fuels,0
6179,2001,4,OR,Independent Power Producers,Natural Gas,408
6180,2001,4,OR,Independent Power Producers,Hydroelectric Conventional,23454
6181,2001,4,OR,Independent Power Producers,Wind,6128
6182,2001,4,OR,Independent Power Producers,Other Biomass,4405
6183,2001,4,OR,Independent Power Producers,Other,3323
6185,2001,4,OR,Electric Power,Natural Gas,345072
6186,2001,4,OR,Electric Power,Wood and Wood Derived Fuels,26826
6188,2001,4,OR,Commercial Power,Petroleum,0
6189,2001,4,OR,Commercial Power,Natural Gas,1284
6191,2001,4,OR,Industrial Power,Coal,0
6192,2001,4,OR,Industrial Power,Petroleum,426
6193,2001,4,OR,Industrial Power,Natural Gas,30976
6194,2001,4,OR,Industrial Power,Wood and Wood Derived Fuels,37504
6196,2001,4,PA,Total Electric Power,Coal,8394243
6197,2001,4,PA,Total Electric Power,Petroleum,517486
6198,2001,4,PA,Total Electric Power,Natural Gas,131821
6199,2001,4,PA,Total Electric Power,Other Gases,54288
6200,2001,4,PA,Total Electric Power,Nuclear,5160566
6201,2001,4,PA,Total Electric Power,Hydroelectric Conventional,306704
6202,2001,4,PA,Total Electric Power,Wind,838
6203,2001,4,PA,Total Electric Power,Wood and Wood Derived Fuels,49461
6204,2001,4,PA,Total Electric Power,Other Biomass,103351
6205,2001,4,PA,Total Electric Power,Pumped Storage,-55889
6206,2001,4,PA,Total Electric Power,Other,65015
6208,2001,4,PA,Electric Utilities,Coal,940173
6209,2001,4,PA,Electric Utilities,Petroleum,865
6210,2001,4,PA,Electric Utilities,Natural Gas,85
6211,2001,4,PA,Electric Utilities,Nuclear,950419
6212,2001,4,PA,Electric Utilities,Hydroelectric Conventional,198874
6213,2001,4,PA,Electric Utilities,Pumped Storage,-16523
6215,2001,4,PA,Independent Power Producers,Coal,6960695
6216,2001,4,PA,Independent Power Producers,Petroleum,505863
6217,2001,4,PA,Independent Power Producers,Natural Gas,25372
6218,2001,4,PA,Independent Power Producers,Other Gases,159
6219,2001,4,PA,Independent Power Producers,Nuclear,4210147
6220,2001,4,PA,Independent Power Producers,Hydroelectric Conventional,107830
6221,2001,4,PA,Independent Power Producers,Wind,838
6222,2001,4,PA,Independent Power Producers,Other Biomass,89566
6223,2001,4,PA,Independent Power Producers,Pumped Storage,-39366
6224,2001,4,PA,Independent Power Producers,Other,51441
6226,2001,4,PA,Electric Power,Coal,361464
6227,2001,4,PA,Electric Power,Petroleum,886
6228,2001,4,PA,Electric Power,Natural Gas,50048
6229,2001,4,PA,Electric Power,Wood and Wood Derived Fuels,13884
6230,2001,4,PA,Electric Power,Other Biomass,2909
6231,2001,4,PA,Electric Power,Other,1027
6233,2001,4,PA,Commercial Power,Coal,356
6234,2001,4,PA,Commercial Power,Petroleum,398
6235,2001,4,PA,Commercial Power,Natural Gas,14690
6236,2001,4,PA,Commercial Power,Other Biomass,10876
6237,2001,4,PA,Commercial Power,Other,8205
6239,2001,4,PA,Industrial Power,Coal,131555
6240,2001,4,PA,Industrial Power,Petroleum,9474
6241,2001,4,PA,Industrial Power,Natural Gas,41626
6242,2001,4,PA,Industrial Power,Other Gases,54129
6243,2001,4,PA,Industrial Power,Wood and Wood Derived Fuels,35577
6244,2001,4,PA,Industrial Power,Other Biomass,0
6245,2001,4,PA,Industrial Power,Other,4342
6247,2001,4,RI,Total Electric Power,Petroleum,5459
6248,2001,4,RI,Total Electric Power,Natural Gas,436575
6249,2001,4,RI,Total Electric Power,Hydroelectric Conventional,188
6250,2001,4,RI,Total Electric Power,Other Biomass,8578
6252,2001,4,RI,Independent Power Producers,Petroleum,0
6253,2001,4,RI,Independent Power Producers,Natural Gas,411316
6254,2001,4,RI,Independent Power Producers,Hydroelectric Conventional,188
6255,2001,4,RI,Independent Power Producers,Other Biomass,8578
6257,2001,4,RI,Electric Power,Petroleum,2347
6258,2001,4,RI,Electric Power,Natural Gas,25089
6260,2001,4,RI,Commercial Power,Petroleum,2926
6261,2001,4,RI,Commercial Power,Natural Gas,170
6263,2001,4,RI,Industrial Power,Petroleum,186
6265,2001,4,SC,Total Electric Power,Coal,2469107
6266,2001,4,SC,Total Electric Power,Petroleum,34540
6267,2001,4,SC,Total Electric Power,Natural Gas,40953
6268,2001,4,SC,Total Electric Power,Other Gases,0
6269,2001,4,SC,Total Electric Power,Nuclear,3708637
6270,2001,4,SC,Total Electric Power,Hydroelectric Conventional,131158
6271,2001,4,SC,Total Electric Power,Wood and Wood Derived Fuels,72853
6272,2001,4,SC,Total Electric Power,Other Biomass,1428
6273,2001,4,SC,Total Electric Power,Pumped Storage,-88276
6274,2001,4,SC,Total Electric Power,Other,1238
6276,2001,4,SC,Electric Utilities,Coal,2436436
6277,2001,4,SC,Electric Utilities,Petroleum,26863
6278,2001,4,SC,Electric Utilities,Natural Gas,3900
6279,2001,4,SC,Electric Utilities,Nuclear,3708637
6280,2001,4,SC,Electric Utilities,Hydroelectric Conventional,128261
6281,2001,4,SC,Electric Utilities,Pumped Storage,-88276
6283,2001,4,SC,Independent Power Producers,Petroleum,0
6284,2001,4,SC,Independent Power Producers,Natural Gas,10300
6285,2001,4,SC,Independent Power Producers,Hydroelectric Conventional,2864
6287,2001,4,SC,Electric Power,Natural Gas,26179
6289,2001,4,SC,Commercial Power,Petroleum,158
6290,2001,4,SC,Commercial Power,Natural Gas,199
6291,2001,4,SC,Commercial Power,Hydroelectric Conventional,33
6292,2001,4,SC,Commercial Power,Other Biomass,1428
6293,2001,4,SC,Commercial Power,Other,1077
6295,2001,4,SC,Industrial Power,Coal,32671
6296,2001,4,SC,Industrial Power,Petroleum,7519
6297,2001,4,SC,Industrial Power,Natural Gas,375
6298,2001,4,SC,Industrial Power,Other Gases,0
6299,2001,4,SC,Industrial Power,Wood and Wood Derived Fuels,72853
6300,2001,4,SC,Industrial Power,Other Biomass,0
6301,2001,4,SC,Industrial Power,Other,161
6303,2001,4,SD,Total Electric Power,Coal,326399
6304,2001,4,SD,Total Electric Power,Petroleum,1990
6305,2001,4,SD,Total Electric Power,Natural Gas,42981
6306,2001,4,SD,Total Electric Power,Hydroelectric Conventional,75491
6307,2001,4,SD,Total Electric Power,Wind,0
6309,2001,4,SD,Electric Utilities,Coal,326399
6310,2001,4,SD,Electric Utilities,Petroleum,1990
6311,2001,4,SD,Electric Utilities,Natural Gas,42981
6312,2001,4,SD,Electric Utilities,Hydroelectric Conventional,75491
6313,2001,4,SD,Electric Utilities,Wind,0
6315,2001,4,TN,Total Electric Power,Coal,5198558
6316,2001,4,TN,Total Electric Power,Petroleum,24468
6317,2001,4,TN,Total Electric Power,Natural Gas,21186
6318,2001,4,TN,Total Electric Power,Other Gases,1537
6319,2001,4,TN,Total Electric Power,Nuclear,2483733
6320,2001,4,TN,Total Electric Power,Hydroelectric Conventional,356568
6321,2001,4,TN,Total Electric Power,Wood and Wood Derived Fuels,62043
6322,2001,4,TN,Total Electric Power,Other Biomass,2718
6323,2001,4,TN,Total Electric Power,Pumped Storage,-72962
6324,2001,4,TN,Total Electric Power,Other,537
